order_id,customer_id,order_date,payment_method,order_amount
218,145,2023-08-01,COD,2393
219,154,2023-05-23,UPI,3832
220,190,2023-03-06,UPI,3929
221,122,2023-03-17,COD,1610
222,46,2023-07-18,COD,575
223,64,2023-05-23,NetBanking,1076
224,130,2023-11-12,COD,1307
225,54,2023-04-03,Card,2060
226,107,2023-11-01,Card,657
227,193,2023-08-12,NetBanking,982
228,51,2023-10-18,UPI,2294
229,181,2023-04-12,UPI,4861
230,36,2023-09-24,COD,2767
231,115,2023-12-21,Card,4777
232,26,2023-04-20,UPI,4890
233,29,2023-11-26,NetBanking,1710
234,149,2023-09-22,NetBanking,3588
235,11,2023-01-03,Card,2554
236,40,2023-03-26,NetBanking,4594
237,11,2023-10-09,NetBanking,2046
238,164,2023-11-24,Card,4910
239,113,2023-10-31,COD,4899
240,187,2023-04-27,COD,2908
241,39,2023-08-09,NetBanking,3925
242,54,2023-06-03,COD,3636
243,98,2023-06-02,COD,3902
244,55,2023-01-12,NetBanking,4277
245,111,2023-05-13,COD,4799
246,152,2023-10-31,NetBanking,2070
247,150,2023-10-20,UPI,3922
248,69,2023-10-27,Card,2919
249,56,2023-08-16,Card,1002
250,33,2023-09-28,COD,464
251,36,2023-02-12,COD,4358
252,148,2023-12-09,COD,3219
253,81,2023-11-22,Card,2658
254,190,2023-10-29,UPI,1963
255,109,2023-12-30,UPI,215
256,154,2023-01-21,Card,2484
257,194,2023-04-17,UPI,4035
258,73,2023-12-02,Card,2590
259,40,2023-10-30,UPI,1042
260,17,2023-04-27,NetBanking,1824
261,129,2023-05-04,NetBanking,2434
262,61,2023-10-08,Card,2867
263,171,2023-10-19,UPI,1237
264,104,2023-07-22,COD,2627
265,42,2023-02-20,UPI,4217
266,25,2023-09-28,NetBanking,3520
267,39,2023-11-20,NetBanking,4878
268,35,2023-10-04,UPI,4006
269,131,2023-05-21,UPI,3737
270,108,2023-10-02,COD,3053
271,172,2023-10-17,COD,2467
272,179,2023-11-30,UPI,4321
273,102,2023-02-21,UPI,376
274,98,2023-01-27,UPI,2099
275,12,2023-06-06,UPI,1327
276,19,2023-08-27,Card,3852
277,101,2023-06-05,UPI,3835
278,44,2023-10-18,COD,795
279,187,2023-05-16,NetBanking,1409
280,49,2023-05-24,Card,4252
281,189,2023-04-16,UPI,3334
282,17,2023-06-07,NetBanking,4214
283,74,2023-05-26,Card,2411
284,57,2023-01-02,NetBanking,2941
285,55,2023-03-18,UPI,4308
286,47,2023-05-12,UPI,3659
287,12,2023-03-31,COD,3498
288,62,2023-12-11,UPI,641
289,80,2023-12-16,UPI,2794
290,83,2023-09-20,Card,4774
291,8,2023-12-17,COD,1188
292,149,2023-04-18,Card,3463
293,81,2023-03-15,NetBanking,124
294,118,2023-02-08,UPI,1672
295,198,2023-06-08,NetBanking,3058
296,200,2023-03-12,Card,4336
297,25,2023-11-08,UPI,1867
298,89,2023-08-29,UPI,4843
299,12,2023-10-25,Card,2335
300,143,2023-02-05,Card,300
301,59,2023-03-25,Card,3298
302,154,2023-09-20,Card,356
303,109,2023-11-06,Card,3847
304,26,2023-06-21,UPI,4742
305,47,2023-06-22,Card,2341
306,32,2023-12-28,UPI,3275
307,10,2023-02-16,UPI,3706
308,16,2023-05-21,Card,3436
309,199,2023-04-28,Card,4997
310,145,2023-10-04,COD,513
311,151,2023-08-02,UPI,2114
312,26,2023-08-08,Card,1481
313,86,2023-01-26,Card,1198
314,135,2023-01-09,Card,3526
315,14,2023-09-28,COD,3755
316,79,2023-01-10,COD,1009
317,117,2023-05-01,NetBanking,287
318,7,2023-05-05,UPI,4144
319,137,2023-06-19,NetBanking,3856
320,115,2023-03-13,Card,2115
321,176,2023-06-01,COD,2192
322,72,2023-07-27,COD,3744
323,59,2023-02-18,NetBanking,2230
324,82,2023-06-03,COD,457
325,116,2023-12-13,Card,2522
326,167,2023-10-20,COD,4357
327,146,2023-03-09,NetBanking,4645
328,187,2023-02-19,Card,1597
329,103,2023-06-01,NetBanking,2258
330,17,2023-01-19,COD,2655
331,14,2023-04-10,NetBanking,2442
332,159,2023-03-01,NetBanking,3051
333,152,2023-06-16,UPI,1338
334,108,2023-07-21,COD,1073
335,188,2023-12-11,COD,4827
336,45,2023-05-26,NetBanking,4065
337,98,2023-06-13,UPI,1150
338,131,2023-08-30,COD,3801
339,37,2023-03-10,Card,2880
340,171,2023-06-24,NetBanking,1688
341,168,2023-02-18,COD,3978
342,183,2023-04-18,Card,2468
343,108,2023-08-14,COD,536
344,39,2023-06-10,Card,2928
345,15,2023-04-29,NetBanking,1656
346,120,2023-05-29,COD,3958
347,4,2023-05-30,COD,1404
348,93,2023-10-20,UPI,2484
349,153,2023-05-23,NetBanking,282
350,141,2023-06-09,Card,1689
351,161,2023-01-11,COD,1687
352,16,2023-05-18,COD,759
353,170,2023-03-19,Card,259
354,108,2023-03-18,NetBanking,4053
355,126,2023-09-11,UPI,1111
356,194,2023-09-15,UPI,152
357,55,2023-11-16,COD,2407
358,170,2023-10-18,Card,1328
359,34,2023-09-20,COD,1135
360,158,2023-03-26,Card,3802
361,13,2023-05-26,UPI,4145
362,141,2023-11-19,NetBanking,4549
363,18,2023-02-11,Card,1364
364,160,2023-05-05,UPI,1984
365,96,2023-06-16,COD,1909
366,123,2023-08-29,Card,3267
367,39,2023-10-07,NetBanking,3897
368,46,2023-07-07,COD,2441
369,29,2023-10-29,COD,3514
370,190,2023-01-19,UPI,917
371,62,2023-03-09,Card,2537
372,185,2023-08-06,COD,988
373,16,2023-04-12,NetBanking,767
374,184,2023-02-11,Card,4828
375,121,2023-10-15,NetBanking,2724
376,10,2023-06-16,COD,4332
377,158,2023-04-19,NetBanking,4623
378,153,2023-02-05,UPI,918
379,103,2023-08-20,NetBanking,2288
380,84,2023-08-17,Card,1206
381,133,2023-12-19,NetBanking,2324
382,65,2023-06-13,NetBanking,297
383,177,2023-03-14,UPI,2771
384,3,2023-05-16,NetBanking,3592
385,173,2023-12-19,NetBanking,2548
386,142,2023-03-11,COD,570
387,120,2023-07-15,COD,2048
388,158,2023-09-26,Card,3999
389,68,2023-02-18,COD,2110
390,146,2023-11-12,COD,3900
391,190,2023-05-10,COD,4218
392,37,2023-01-05,COD,3896
393,153,2023-01-27,UPI,4088
394,176,2023-06-09,COD,334
395,193,2023-05-29,UPI,1028
396,181,2023-09-21,UPI,3707
397,73,2023-08-18,COD,622
398,143,2023-07-19,NetBanking,3623
399,49,2023-02-19,UPI,4626
400,121,2023-03-08,NetBanking,4988
401,88,2023-10-27,NetBanking,1729
402,196,2023-02-27,COD,4728
403,140,2023-09-16,Card,1416
404,187,2023-12-08,COD,2957
405,37,2023-11-22,Card,1224
406,61,2023-05-10,Card,2687
407,171,2023-08-03,COD,1123
408,124,2023-06-21,COD,1478
409,198,2023-09-15,Card,3474
410,39,2023-04-12,COD,1619
411,184,2023-07-28,Card,326
412,63,2023-10-18,NetBanking,991
413,46,2023-12-20,COD,4172
414,88,2023-10-13,NetBanking,2357
415,11,2023-04-26,UPI,2888
416,62,2023-09-21,NetBanking,496
417,77,2023-05-30,NetBanking,2178
418,153,2023-10-27,Card,4844
419,199,2023-02-05,NetBanking,4524
420,52,2023-11-29,COD,3337
421,4,2023-10-14,Card,3993
422,59,2023-10-30,UPI,2105
423,72,2023-11-07,COD,2116
424,148,2023-07-27,UPI,3271
425,93,2023-04-16,NetBanking,2768
426,63,2023-06-07,COD,1978
427,54,2023-05-01,COD,1296
428,117,2023-02-24,UPI,1872
429,110,2023-01-12,COD,261
430,74,2023-05-25,COD,4076
431,107,2023-05-16,COD,1851
432,57,2023-01-03,NetBanking,875
433,169,2023-05-24,UPI,1039
434,3,2023-01-30,COD,3320
435,120,2023-08-25,Card,639
436,6,2023-10-06,Card,1561
437,5,2023-12-14,Card,455
438,5,2023-04-25,Card,3704
439,54,2023-04-14,NetBanking,3423
440,47,2023-04-28,COD,334
441,177,2023-01-05,UPI,1648
442,9,2023-12-26,COD,2196
443,99,2023-09-05,NetBanking,4313
444,20,2023-12-30,Card,2201
445,122,2023-11-17,NetBanking,1773
446,61,2023-05-01,COD,2200
447,123,2023-10-13,UPI,3757
448,163,2023-05-29,NetBanking,4753
449,178,2023-03-25,UPI,3696
450,82,2023-08-19,NetBanking,3848
451,62,2023-10-15,UPI,3273
452,145,2023-06-10,UPI,1915
453,3,2023-09-29,Card,3941
454,160,2023-02-07,UPI,2105
455,13,2023-08-14,Card,4593
456,120,2023-05-22,COD,774
457,125,2023-10-19,COD,486
458,89,2023-05-31,Card,2258
459,73,2023-04-24,Card,2761
460,68,2023-08-25,NetBanking,2164
461,142,2023-03-07,NetBanking,3951
462,101,2023-12-27,NetBanking,3353
463,98,2023-12-07,COD,4736
464,11,2023-09-15,NetBanking,4366
465,105,2023-09-06,UPI,839
466,184,2023-11-27,UPI,1501
467,67,2023-11-19,NetBanking,3359
468,123,2023-06-29,UPI,2377
469,29,2023-07-09,COD,4004
470,137,2023-06-03,UPI,4023
471,195,2023-07-15,COD,4314
472,153,2023-11-07,Card,3327
473,76,2023-09-19,Card,2931
474,170,2023-05-23,Card,3858
475,9,2023-12-08,Card,2612
476,40,2023-11-12,UPI,2251
477,25,2023-04-11,NetBanking,3775
478,5,2023-09-01,UPI,2845
479,139,2023-01-12,COD,3966
480,187,2023-08-27,UPI,3864
481,124,2023-02-18,UPI,2322
482,38,2023-02-11,COD,2892
483,72,2023-06-15,Card,1797
484,133,2023-03-23,Card,3562
485,176,2023-10-18,Card,4163
486,90,2023-06-07,NetBanking,1624
487,146,2023-08-04,COD,4860
488,198,2023-06-07,COD,132
489,37,2023-05-14,UPI,4125
490,60,2023-03-08,NetBanking,2666
491,176,2023-12-02,Card,2903
492,28,2023-01-07,NetBanking,3996
493,197,2023-01-14,COD,3809
494,81,2023-03-14,COD,819
495,114,2023-06-12,UPI,4679
496,40,2023-03-07,UPI,1072
497,45,2023-12-13,COD,3818
498,62,2023-05-10,Card,4502
499,93,2023-07-25,Card,4652
500,115,2023-10-03,NetBanking,2307
501,186,2023-09-13,COD,4526
502,67,2023-09-23,COD,4420
503,56,2023-01-25,Card,3130
504,40,2023-10-08,Card,3675
505,98,2023-09-10,COD,3216
506,40,2023-11-06,UPI,3385
507,91,2023-10-16,COD,743
508,33,2023-06-13,COD,4811
509,6,2023-04-05,Card,294
510,147,2023-09-27,Card,4096
511,80,2023-11-17,UPI,588
512,168,2023-04-20,UPI,2304
513,92,2023-12-02,NetBanking,2757
514,97,2023-11-06,COD,3376
515,59,2023-08-26,Card,1202
516,59,2023-01-25,UPI,1341
517,48,2023-05-21,NetBanking,615
518,169,2023-04-27,NetBanking,492
519,13,2023-01-25,Card,730
520,107,2023-03-20,Card,3816
521,45,2023-03-09,NetBanking,1947
522,89,2023-06-22,UPI,2755
523,181,2023-01-12,NetBanking,1079
524,170,2023-10-15,COD,4629
525,100,2023-05-08,COD,3502
526,191,2023-04-06,Card,3971
527,155,2023-04-02,UPI,377
528,166,2023-05-21,UPI,332
529,188,2023-01-31,COD,1652
530,7,2023-11-30,NetBanking,3370
531,133,2023-01-20,Card,2509
532,45,2023-05-26,NetBanking,3612
533,58,2023-11-12,NetBanking,125
534,31,2023-06-09,NetBanking,560
535,23,2023-12-15,UPI,3864
536,170,2023-02-12,COD,3531
537,138,2023-09-11,UPI,3583
538,160,2023-05-10,COD,2094
539,107,2023-03-01,Card,590
540,181,2023-05-31,Card,1172
541,158,2023-10-14,NetBanking,3273
542,39,2023-01-05,COD,315
543,159,2023-09-23,COD,1823
544,82,2023-12-11,COD,1692
545,100,2023-05-10,NetBanking,2706
546,2,2023-09-24,NetBanking,258
547,77,2023-06-27,Card,4881
548,12,2023-09-10,UPI,3413
549,39,2023-02-25,COD,2941
550,194,2023-03-24,COD,1876
551,13,2023-04-09,UPI,2152
552,46,2023-05-29,COD,2395
553,155,2023-11-25,NetBanking,1796
554,113,2023-06-05,NetBanking,3093
555,17,2023-07-09,COD,2569
556,104,2023-09-20,NetBanking,2046
557,98,2023-03-21,NetBanking,3909
558,188,2023-09-09,COD,2883
559,192,2023-04-07,Card,3744
560,88,2023-09-17,UPI,2600
561,109,2023-09-17,NetBanking,3745
562,163,2023-04-13,Card,2745
563,70,2023-02-09,NetBanking,2449
564,158,2023-09-30,NetBanking,2032
565,199,2023-04-11,UPI,3394
566,74,2023-12-25,NetBanking,1857
567,63,2023-11-04,UPI,1216
568,156,2023-08-09,UPI,2667
569,60,2023-11-04,UPI,3599
570,79,2023-05-04,Card,592
571,37,2023-08-19,COD,3406
572,22,2023-06-27,Card,719
573,196,2023-03-04,COD,3332
574,148,2023-04-26,COD,3923
575,96,2023-07-10,UPI,2480
576,68,2023-03-03,NetBanking,1646
577,192,2023-09-13,UPI,3663
578,17,2023-01-07,NetBanking,1705
579,12,2023-06-04,COD,3852
580,150,2023-04-02,UPI,4775
581,145,2023-01-14,NetBanking,1990
582,138,2023-08-17,Card,1375
583,118,2023-03-27,NetBanking,2843
584,193,2023-05-13,UPI,2593
585,22,2023-07-02,Card,456
586,120,2023-03-03,NetBanking,969
587,50,2023-08-07,NetBanking,985
588,14,2023-09-03,NetBanking,2101
589,192,2023-08-18,NetBanking,1383
590,175,2023-03-20,NetBanking,719
591,29,2023-05-29,Card,982
592,164,2023-05-18,COD,896
593,180,2023-11-10,Card,3742
594,125,2023-03-06,Card,3525
595,7,2023-01-13,Card,1396
596,29,2023-08-01,COD,4814
597,139,2023-08-30,UPI,344
598,33,2023-08-01,COD,2995
599,134,2023-06-30,Card,1029
600,111,2023-12-04,NetBanking,619
601,79,2023-06-22,NetBanking,3312
602,160,2023-06-09,Card,2509
603,179,2023-06-13,NetBanking,107
604,58,2023-07-07,Card,2625
605,26,2023-07-10,NetBanking,3523
606,174,2023-11-04,COD,2119
607,29,2023-09-13,UPI,4690
608,4,2023-07-02,UPI,4382
609,99,2023-04-27,COD,3767
610,141,2023-10-09,COD,3771
611,39,2023-07-15,Card,2901
612,15,2023-02-03,Card,185
613,119,2023-02-21,Card,3215
614,29,2023-04-22,NetBanking,4332
615,157,2023-09-09,Card,2568
616,75,2023-03-23,COD,3719
617,116,2023-08-20,UPI,1736
618,32,2023-08-15,NetBanking,3683
619,130,2023-08-21,Card,4109
620,175,2023-08-09,NetBanking,3426
621,84,2023-02-11,NetBanking,2318
622,22,2023-01-21,Card,2317
623,27,2023-02-11,NetBanking,2469
624,195,2023-04-23,UPI,3738
625,81,2023-04-15,COD,2603
626,126,2023-07-11,COD,1043
627,184,2023-01-17,UPI,2937
628,92,2023-04-30,NetBanking,2760
629,21,2023-05-09,Card,3036
630,47,2023-05-10,NetBanking,4544
631,101,2023-03-01,UPI,4047
632,187,2023-02-17,NetBanking,1776
633,84,2023-01-29,COD,1296
634,6,2023-04-07,NetBanking,4205
635,147,2023-01-10,UPI,2887
636,185,2023-08-30,COD,1561
637,197,2023-11-10,NetBanking,3418
638,131,2023-08-20,NetBanking,766
639,1,2023-10-04,COD,2276
640,58,2023-10-11,Card,3843
641,124,2023-07-22,COD,700
642,166,2023-09-04,Card,2752
643,15,2023-10-17,UPI,4522
644,162,2023-09-21,UPI,3924
645,189,2023-08-02,COD,4006
646,163,2023-07-19,COD,1079
647,64,2023-03-20,UPI,2551
648,25,2023-12-09,Card,728
649,24,2023-12-10,UPI,1729
650,12,2023-06-22,COD,3796
651,18,2023-03-10,UPI,3530
652,15,2023-03-28,COD,3774
653,27,2023-04-11,COD,4029
654,72,2023-01-08,UPI,2865
655,60,2023-11-29,Card,4469
656,174,2023-07-19,NetBanking,4880
657,145,2023-03-28,UPI,215
658,93,2023-02-12,NetBanking,2103
659,53,2023-04-19,UPI,792
660,8,2023-06-01,NetBanking,3262
661,79,2023-01-17,Card,1205
662,27,2023-05-13,Card,3108
663,174,2023-05-28,UPI,2261
664,50,2023-10-04,COD,253
665,199,2023-08-20,NetBanking,3799
666,131,2023-11-10,COD,4510
667,93,2023-08-16,COD,3886
668,192,2023-05-19,COD,1164
669,172,2023-07-30,Card,4300
670,181,2023-01-28,UPI,2013
671,24,2023-02-20,UPI,1316
672,60,2023-09-18,Card,2501
673,122,2023-09-18,Card,1872
674,131,2023-12-16,UPI,2060
675,148,2023-12-18,COD,2880
676,46,2023-01-08,NetBanking,4904
677,15,2023-11-16,NetBanking,4846
678,153,2023-05-18,NetBanking,2971
679,199,2023-02-07,COD,760
680,17,2023-04-21,UPI,2735
681,126,2023-08-08,Card,2429
682,84,2023-12-03,UPI,4054
683,9,2023-08-11,COD,2550
684,166,2023-05-16,Card,1232
685,176,2023-09-13,COD,799
686,188,2023-12-26,NetBanking,2138
687,63,2023-11-25,NetBanking,4747
688,117,2023-02-18,COD,4600
689,130,2023-10-19,Card,4657
690,88,2023-11-20,Card,2279
691,72,2023-03-19,UPI,2938
692,139,2023-04-15,NetBanking,973
693,64,2023-06-18,UPI,183
694,72,2023-08-05,UPI,1522
695,21,2023-04-29,COD,2775
696,18,2023-07-09,COD,3280
697,64,2023-09-12,UPI,4416
698,82,2023-09-23,NetBanking,4075
699,110,2023-05-29,COD,1491
700,95,2023-06-13,UPI,3318
701,166,2023-05-20,UPI,4307
702,32,2023-12-13,UPI,714
703,11,2023-09-15,UPI,3071
704,45,2023-09-26,UPI,3665
705,33,2023-06-30,UPI,3676
706,102,2023-06-09,COD,4670
707,169,2023-12-17,NetBanking,370
708,136,2023-10-15,UPI,4166
709,11,2023-10-15,Card,2568
710,179,2023-08-14,COD,1490
711,88,2023-01-11,COD,3454
712,41,2023-01-10,UPI,4235
713,145,2023-09-28,COD,3707
714,76,2023-09-30,UPI,2683
715,121,2023-07-02,NetBanking,4173
716,46,2023-06-02,NetBanking,3175
717,160,2023-11-11,COD,4006
718,80,2023-11-30,COD,389
719,54,2023-05-04,Card,2580
720,86,2023-04-24,COD,3352
721,92,2023-10-05,Card,378
722,148,2023-08-01,NetBanking,3024
723,161,2023-06-21,NetBanking,680
724,168,2023-10-15,UPI,353
725,160,2023-06-23,NetBanking,4376
726,97,2023-04-23,Card,4876
727,2,2023-05-02,COD,924
728,33,2023-02-01,UPI,3932
729,158,2023-08-10,Card,799
730,161,2023-04-29,COD,1480
731,77,2023-02-08,UPI,3996
732,116,2023-09-25,NetBanking,1773
733,154,2023-08-21,Card,2827
734,150,2023-01-18,COD,3256
735,103,2023-05-29,UPI,3488
736,194,2023-05-29,UPI,4407
737,166,2023-05-06,NetBanking,483
738,103,2023-10-29,COD,441
739,90,2023-12-26,NetBanking,2087
740,174,2023-08-26,NetBanking,4159
741,122,2023-05-15,COD,3209
742,143,2023-05-31,COD,4182
743,106,2023-08-24,COD,4615
744,119,2023-08-12,Card,2898
745,172,2023-07-22,COD,3340
746,49,2023-09-13,UPI,2088
747,104,2023-03-27,NetBanking,3514
748,61,2023-05-30,Card,1949
749,195,2023-08-23,COD,405
750,123,2023-12-11,Card,3713
751,134,2023-01-22,COD,2849
752,9,2023-12-14,Card,1235
753,6,2023-10-12,NetBanking,305
754,73,2023-09-26,NetBanking,4691
755,103,2023-09-15,UPI,3550
756,160,2023-01-29,UPI,3911
757,41,2023-08-01,COD,3722
758,114,2023-10-10,NetBanking,3699
759,8,2023-02-19,Card,2651
760,72,2023-04-05,Card,4408
761,178,2023-03-29,Card,409
762,92,2023-02-13,UPI,2808
763,62,2023-10-05,Card,2091
764,84,2023-06-20,UPI,371
765,62,2023-07-08,UPI,3742
766,111,2023-12-19,COD,4186
767,127,2023-07-03,Card,1922
768,7,2023-01-03,Card,3373
769,84,2023-07-10,NetBanking,4638
770,132,2023-04-28,COD,4449
771,134,2023-01-19,NetBanking,620
772,58,2023-01-23,COD,1076
773,22,2023-01-30,Card,3822
774,154,2023-10-22,UPI,3651
775,127,2023-04-18,UPI,4205
776,3,2023-10-08,UPI,2873
777,127,2023-05-08,UPI,2652
778,41,2023-08-17,UPI,2932
779,188,2023-04-21,NetBanking,4007
780,106,2023-05-16,COD,252
781,14,2023-12-28,Card,3064
782,12,2023-07-05,NetBanking,3016
783,87,2023-05-24,COD,2900
784,12,2023-03-13,UPI,1852
